D_WEEK_SEQ1|ROUND(SUN_SALES1/SUN_SALES2,2)|ROUND(MON_SALES1/MON_SALES2,2)|ROUND(TUE_SALES1/TUE_SALES2,2)|ROUND(WED_SALES1/WED_SALES2,2)|ROUND(THU_SALES1/THU_SALES2,2)|ROUND(FRI_SALES1/FRI_SALES2,2)|ROUND(SAT_SALES1/SAT_SALES2,2)|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5292|.79|.55|.86|5.6|.72|1.03|.45|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5293|2.36|.34|.61|1.5|.59|.86|.55|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5294|.91|1.75|.33|1.86|.64|2.32|.24|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5295|2.53|2.08|.88|2.05|.67|1.44|1.21|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5296|5.41|.47|.54|1.07|.58|1.04|.99|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5297|2.1|3.96|.37|1.66|3.08|2.34|2.33|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5298|.51|.75|.44|3.93|1.11|2.82|3.76|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5299|2.36|.83|9.24|2.2|2.85|1.01|1.83|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
 5300|.9|.07|.64|.81|3.34|1.16|.39|
